SK_ID_CURR,risk_score_prob,score_points,risk_band
100063,0.12329567476360176,557,RED
100064,0.1719424816535822,545,RED
100068,0.06319305241661352,578,YELLOW
100069,0.03390178136171509,597,GREEN
100070,0.031667385911346865,599,GREEN
100071,0.02837314107858185,602,GREEN
100072,0.11818857033829662,558,YELLOW
100073,0.028017952506953332,602,GREEN
100075,0.04755258397748175,586,GREEN
100076,0.16128562274559854,548,RED
100077,0.12114027795041186,557,YELLOW
100078,0.09081010418321342,566,YELLOW
100079,0.07854362472495656,571,YELLOW
100080,0.026827869565359198,604,GREEN
100081,0.04817247607734418,586,GREEN
100082,0.11097566862158899,560,YELLOW
100083,0.06484246127000266,577,YELLOW
100084,0.054924977269278925,582,YELLOW
100085,0.07209511055072715,574,YELLOW
100086,0.2626341573068086,530,RED
100087,0.08593657714040388,568,YELLOW
100088,0.024620017530489726,606,GREEN
100089,0.04739455509456379,587,GREEN
100093,0.05912878968206051,580,YELLOW
100094,0.039798130692786045,592,GREEN
100095,0.04927392350425392,585,GREEN
100096,0.07013316039285648,575,YELLOW
100097,0.049118958316020075,585,GREEN
100098,0.035700980205082465,595,GREEN
100099,0.05547560562123486,582,YELLOW
100100,0.05680945618271153,581,YELLOW
100101,0.0217969202234389,610,GREEN
100102,0.02620881423532994,604,GREEN
100103,0.10772853673629937,561,YELLOW
100104,0.04831996882879945,586,GREEN
100105,0.02795355985593175,602,GREEN
100108,0.03211917203380622,598,GREEN
100110,0.10766502488633647,561,YELLOW
100111,0.08502478815654822,569,YELLOW
100112,0.21794433109582467,537,RED
100113,0.03995674774636192,592,GREEN
100114,0.3195986451515614,522,RED
100115,0.14653138357685971,551,RED
100116,0.04388956834147991,589,GREEN
100118,0.03149214710599458,599,GREEN
100119,0.124071008345156,556,RED
100120,0.22393531523243598,536,RED
100121,0.09880787142259333,564,YELLOW
100122,0.15590751378270434,549,RED
100123,0.027368766738926978,603,GREEN
100124,0.026136881229639315,604,GREEN
100125,0.03436984986661515,596,GREEN
100126,0.02782920197537872,603,GREEN
100127,0.033507214890728616,597,GREEN
100129,0.03164213764809382,599,GREEN
100130,0.3514228898808609,518,RED
100131,0.03799438664954155,593,GREEN
100132,0.019143698362295597,614,GREEN
100133,0.16715685453188397,546,RED
100134,0.0289140427533069,601,GREEN
100135,0.10293479485441899,562,YELLOW
100136,0.02082170328851279,611,GREEN
100137,0.06200347030829589,578,YELLOW
100138,0.05382026524436486,583,YELLOW
100139,0.16152588045029945,548,RED
100140,0.035630537264782755,595,GREEN
100142,0.12872234731849047,555,RED
100143,0.027983396409306763,602,GREEN
100144,0.029981635095574277,600,GREEN
100145,0.02409816572361294,607,GREEN
100146,0.09623412472552843,565,YELLOW
100147,0.03125036662478405,599,GREEN
100148,0.029399012961960007,601,GREEN
100149,0.3357562849068554,520,RED
100151,0.053720685206113394,583,YELLOW
100152,0.045399490638034445,588,GREEN
100153,0.07837764404390307,571,YELLOW
100154,0.034849306320625315,596,GREEN
100155,0.07824726738970313,571,YELLOW
100156,0.04045636802366664,591,GREEN
100157,0.0607926538931956,579,YELLOW
100158,0.026758156717973148,604,GREEN
100159,0.044803369891343044,588,GREEN
100160,0.12647552592247827,556,RED
100161,0.09904509788763476,564,YELLOW
100162,0.18248178332087509,543,RED
100163,0.13603055854948004,553,RED
100164,0.08451955937137508,569,YELLOW
100165,0.02738945462679316,603,GREEN
100166,0.09515376415014001,565,YELLOW
100167,0.22162555347628962,536,RED
100173,0.059477059908753634,580,YELLOW
100174,0.026211482447278407,604,GREEN
100175,0.0442100038131585,589,GREEN
100176,0.03483923973926595,596,GREEN
100177,0.09515025352557793,565,YELLOW
100178,0.031619059617106066,599,GREEN
100179,0.02756105097750401,603,GREEN
100180,0.030260464581374436,600,GREEN
100181,0.19445566202214784,541,RED
100182,0.034830299001903584,596,GREEN
100183,0.027172106342403635,603,GREEN
100185,0.024967830871201153,606,GREEN
100186,0.0404722809793005,591,GREEN
100188,0.03238950712845507,598,GREEN
100189,0.23069439467350264,535,RED
100190,0.03121152933260979,599,GREEN
100191,0.026665677505359826,604,GREEN
100192,0.2162522558553885,537,RED
100193,0.030652293412571637,600,GREEN
100194,0.1082970515851434,561,YELLOW
100195,0.04949481243718368,585,GREEN
100196,0.03990411721437934,592,GREEN
100197,0.060988291284329324,579,YELLOW
100198,0.05716873740520355,581,YELLOW
100199,0.07850533397324655,571,YELLOW
100200,0.03429035595697716,596,GREEN
100201,0.08991695706304872,567,YELLOW
100202,0.057695912196566446,581,YELLOW
100203,0.04000853734973443,592,GREEN
100204,0.12348874569822851,557,RED
100205,0.1822713841640281,543,RED
100206,0.23513785806031423,534,RED
100207,0.07186287762477614,574,YELLOW
100208,0.058689423338877604,580,YELLOW
100209,0.11504464905654803,559,YELLOW
100210,0.03425647532386147,596,GREEN
100211,0.16838546573959948,546,RED
100213,0.06855844520968869,575,YELLOW
100214,0.09917397213650705,564,YELLOW
100215,0.023891490832429564,607,GREEN
100216,0.024197097318095516,607,GREEN
100217,0.06197528523560885,578,YELLOW
100218,0.04016034567444331,592,GREEN
100219,0.026833881122000833,604,GREEN
100220,0.03531913763349412,595,GREEN
100221,0.020514439351900927,612,GREEN
100224,0.06728645025636552,576,YELLOW
100225,0.07552957462086891,572,YELLOW
100226,0.03737625265746333,594,GREEN
100227,0.05713482169179147,581,YELLOW
100228,0.13183696892042224,554,RED
100229,0.0655642038471407,577,YELLOW
100230,0.14689022164115115,551,RED
100231,0.04175405241748563,590,GREEN
100233,0.1131294847558339,559,YELLOW
100234,0.05811615182136274,580,YELLOW
100235,0.30159076775655785,524,RED
100236,0.04657672036279177,587,GREEN
100237,0.12414767200953447,556,RED
100238,0.05125031717070623,584,GREEN
100239,0.0882778652476018,567,YELLOW
100240,0.11103795639671626,560,YELLOW
100242,0.022129353633729535,609,GREEN
100243,0.10883671842802381,561,YELLOW
100244,0.05407274518865044,583,YELLOW
100246,0.3486532391654298,518,RED
100247,0.04793400364220821,586,GREEN
100248,0.03491141452365294,596,GREEN
100249,0.0270358732161993,603,GREEN
100250,0.0517115131594482,584,YELLOW
100251,0.04348843410229059,589,GREEN
100252,0.04640002612403487,587,GREEN
100254,0.028457711113428708,602,GREEN
100255,0.024796779449713063,606,GREEN
100257,0.03683702046985872,594,GREEN
100258,0.11740703599071046,558,YELLOW
100259,0.23004582606649793,535,RED
100260,0.06170007031537253,579,YELLOW
100261,0.06098601440508965,579,YELLOW
100262,0.043702402085388635,589,GREEN
100263,0.062160057397214585,578,YELLOW
100264,0.06311873760180328,578,YELLOW
100265,0.09213330261486187,566,YELLOW
100266,0.02969197409532705,601,GREEN
100267,0.026872709152895153,604,GREEN
100268,0.15599151543715362,549,RED
100269,0.181380894027396,543,RED
100270,0.02164119240973275,610,GREEN
100272,0.23912370027385915,533,RED
100273,0.19344266619668823,541,RED
100274,0.02217223765028523,609,GREEN
100275,0.0202305429795439,612,GREEN
100276,0.19255653838415687,541,RED
100277,0.022760428966484645,608,GREEN
100279,0.04680266874151376,587,GREEN
100281,0.025143897019661472,606,GREEN
100282,0.050230104539364696,585,GREEN
100283,0.06122457203805446,579,YELLOW
100284,0.04323907192309422,589,GREEN
100285,0.12399535113550186,556,RED
100286,0.08419416357858149,569,YELLOW
100287,0.026483933350018547,604,GREEN
100288,0.1210669448224196,557,YELLOW
100289,0.02386992821668417,607,GREEN
100290,0.266130400642451,529,RED
100291,0.1411409632533532,552,RED
100292,0.10030379017825468,563,YELLOW
100293,0.054522364944228255,582,YELLOW
100294,0.04557593275162827,588,GREEN
100295,0.14180498882020742,552,RED
100296,0.021399535706448706,610,GREEN
100297,0.03344731904679798,597,GREEN
100298,0.053969047318703375,583,YELLOW
100299,0.02112431311030098,611,GREEN
100300,0.2648043709520639,529,RED
100301,0.37334142808948406,515,RED
100302,0.1217247374752757,557,YELLOW
100303,0.035777227090001446,595,GREEN
100304,0.020182749269848935,612,GREEN
100305,0.09434326742881526,565,YELLOW
100307,0.07879106887692605,571,YELLOW
100308,0.026635976538571554,604,GREEN
100309,0.06672363838444746,576,YELLOW
100310,0.15852427794923973,548,RED
100313,0.024067154833030274,607,GREEN
100314,0.03154321916618502,599,GREEN
100315,0.20070870431148843,540,RED
100316,0.037433495751048804,594,GREEN
100317,0.022171858295443363,609,GREEN
100318,0.060639093339925364,579,YELLOW
100319,0.05174548383397297,584,YELLOW
100320,0.04199598265718066,590,GREEN
100321,0.13637060260834905,553,RED
100322,0.02269109308701636,609,GREEN
100323,0.026537101613169863,604,GREEN
100324,0.029662162814646606,601,GREEN
100325,0.06555436005954586,577,YELLOW
100326,0.1694079315782943,546,RED
100327,0.10348712082041332,562,YELLOW
100328,0.026304407841189707,604,GREEN
100329,0.09765273814271089,564,YELLOW
100332,0.06439831096517096,577,YELLOW
100333,0.13226548908229943,554,RED
100334,0.03464090843357999,596,GREEN
100335,0.021220191816791894,611,GREEN
100336,0.22007750187830655,537,RED
100337,0.029349507053428397,601,GREEN
100338,0.026489021538784185,604,GREEN
100339,0.021658838938067575,610,GREEN
100340,0.12319276031031712,557,RED
100341,0.056919906161749474,581,YELLOW
100342,0.08300657163239325,569,YELLOW
100343,0.04003007757062959,592,GREEN
100344,0.028464742866217543,602,GREEN
100345,0.06635716532400973,576,YELLOW
100346,0.026034328518637836,605,GREEN
100347,0.046587760645665804,587,GREEN
100348,0.022365654204246653,609,GREEN
100349,0.09926621386404313,564,YELLOW
100350,0.0682221618213156,575,YELLOW
100351,0.061937192373920015,578,YELLOW
100353,0.1100926458595089,560,YELLOW
100354,0.1378543281376596,553,RED
100355,0.16284787608237675,547,RED
100356,0.04393351934298918,589,GREEN
100357,0.027664163938513817,603,GREEN
100359,0.06862744150878532,575,YELLOW
100360,0.028078691382599153,602,GREEN
100361,0.05075857642850128,585,GREEN
100362,0.03500439180472589,596,GREEN
100363,0.047049280929667384,587,GREEN
100364,0.046405467012235434,587,GREEN
100365,0.19787570982919492,540,RED
100366,0.021447654953115226,610,GREEN
100368,0.0398336853860888,592,GREEN
100369,0.024237335463953014,607,GREEN
100370,0.030906010101394533,599,GREEN
100371,0.02528326408816276,605,GREEN
100372,0.07401704738059048,573,YELLOW
100373,0.051143780698987416,584,GREEN
100374,0.04248146197362303,590,GREEN
100375,0.11912163765261985,558,YELLOW
100376,0.08604928481491027,568,YELLOW
100377,0.059550617680093135,580,YELLOW
100378,0.04551927032273175,588,GREEN
100379,0.03716184183831606,594,GREEN
100380,0.029221574047335275,601,GREEN
100381,0.05869442697173234,580,YELLOW
100383,0.1408525920485056,552,RED
100387,0.04807750101855807,586,GREEN
100388,0.03313910681673597,597,GREEN
100389,0.02337943384550471,608,GREEN
100390,0.03328305929619178,597,GREEN
100391,0.07764391063100258,571,YELLOW
100392,0.16573650645679444,547,RED
100393,0.02014824326122863,612,GREEN
100394,0.024812702651220035,606,GREEN
100395,0.019361999086889896,613,GREEN
100396,0.3179205228898805,522,RED
100397,0.023999617512235463,607,GREEN
100398,0.0621730470593142,578,YELLOW
100400,0.031173310360026872,599,GREEN
100401,0.10808580649293958,561,YELLOW
100402,0.07616991613546431,572,YELLOW
100403,0.12336426133206557,557,RED
100405,0.1019184540564812,563,YELLOW
100406,0.07182034123652702,574,YELLOW
100407,0.06062607067621937,579,YELLOW
100408,0.08045145152736619,570,YELLOW
100409,0.1040914296720859,562,YELLOW
100410,0.03607589774553163,595,GREEN
100411,0.07726381602767676,572,YELLOW
100412,0.1577756955363901,548,RED
100413,0.02912609389418276,601,GREEN
100414,0.045867479943334524,588,GREEN
100415,0.05436225800131345,582,YELLOW
100417,0.055555836079146236,582,YELLOW
100418,0.10149497995642212,563,YELLOW
100419,0.05170160382868961,584,YELLOW
100420,0.05863337912078755,580,YELLOW
100421,0.0287582405339838,602,GREEN
100423,0.05145649924017093,584,GREEN
100424,0.1575497799365086,548,RED
100425,0.05802638952473565,580,YELLOW
100427,0.0840821361334192,569,YELLOW
100428,0.0248159916196161,606,GREEN
100429,0.23640550909399652,534,RED
100430,0.21213138654729508,538,RED
100431,0.09990047557310333,563,YELLOW
100432,0.1107800041964259,560,YELLOW
100433,0.03655539128420169,594,GREEN
100434,0.047565489813850566,586,GREEN
100435,0.04449885875118422,588,GREEN
100436,0.020996135622456617,611,GREEN
100437,0.02480445904409102,606,GREEN
100439,0.3662406321976925,516,RED
100440,0.025244816285104693,605,GREEN
100441,0.03097184201810888,599,GREEN
100442,0.020375247083468623,612,GREEN
100443,0.03709134015446621,594,GREEN
100448,0.05494097551269903,582,YELLOW
100449,0.0763951657052503,572,YELLOW
100451,0.02546925519599537,605,GREEN
100452,0.1618588044936867,547,RED
100453,0.05062616861236761,585,GREEN
100454,0.022313896993624252,609,GREEN
100455,0.03079844144050668,600,GREEN
100456,0.3133497840384856,523,RED
100457,0.027836235842301816,603,GREEN
100458,0.05244763434496515,584,YELLOW
100459,0.039540147697886115,592,GREEN
100460,0.04946895534797306,585,GREEN
100461,0.06811895948558594,575,YELLOW
100462,0.02645213694014025,604,GREEN
100463,0.02928600452587454,601,GREEN
100464,0.057601029044809196,581,YELLOW
100465,0.02475611910618032,606,GREEN
100467,0.045364706144530344,588,GREEN
100468,0.10191681471139677,563,YELLOW
100469,0.034123975689101756,596,GREEN
100470,0.030020311721323967,600,GREEN
100471,0.04606574381587238,587,GREEN
100472,0.3181264832643505,522,RED
100473,0.03845708960120852,593,GREEN
100474,0.021609135769383107,610,GREEN
100475,0.03715389340667107,594,GREEN
100476,0.0760068964148039,572,YELLOW
100477,0.38871581852457104,513,RED
100478,0.026532070876502868,604,GREEN
100479,0.09943264609904325,564,YELLOW
100480,0.03384534586482523,597,GREEN
100481,0.021013240675494295,611,GREEN
100482,0.08227791187082405,570,YELLOW
100485,0.13747083360440185,553,RED
100486,0.026535128745102797,604,GREEN
100487,0.11840598617426387,558,YELLOW
100488,0.02463464050662404,606,GREEN
100489,0.042478235344178814,590,GREEN
100490,0.1721778648023912,545,RED
100491,0.3495977440991511,518,RED
100492,0.07350098847994398,573,YELLOW
100493,0.08279544089709849,569,YELLOW
100495,0.07844400878972722,571,YELLOW
100496,0.028949349633765907,601,GREEN
100497,0.02918539447904428,601,GREEN
100498,0.13745899564219768,553,RED
100499,0.02296132017751471,608,GREEN
100500,0.03292511078787759,598,GREEN
100501,0.042643393166920195,590,GREEN
100502,0.04778284416732167,586,GREEN
100503,0.13868824552872233,553,RED
100504,0.0525263968522306,583,YELLOW
100505,0.033545196012942084,597,GREEN
100506,0.0927111756966642,566,YELLOW
100507,0.08231474060488633,570,YELLOW
100508,0.023629131124492286,607,GREEN
100509,0.027972801584239638,602,GREEN
100511,0.11502733392915142,559,YELLOW
100513,0.03341085808768788,597,GREEN
100514,0.1163207575210123,559,YELLOW
100515,0.051811647558410535,584,YELLOW
100516,0.023860668394613514,607,GREEN
100518,0.03264088496529283,598,GREEN
100519,0.10088875599519855,563,YELLOW
100520,0.054118880402198616,583,YELLOW
100521,0.026120192409417525,604,GREEN
100522,0.054898523195008625,582,YELLOW
100523,0.04941847895732757,585,GREEN
100524,0.04657281708726421,587,GREEN
100525,0.14307802574844275,552,RED
100526,0.0790605873810017,571,YELLOW
100527,0.026514020198693755,604,GREEN
100528,0.03212923723392394,598,GREEN
100529,0.09507982492957877,565,YELLOW
100530,0.059345358220780575,580,YELLOW
100531,0.13435782374111138,554,RED
100532,0.15799744685880895,548,RED
100533,0.023195147557289214,608,GREEN
100534,0.04386610749239819,589,GREEN
100535,0.040363237461509674,591,GREEN
100536,0.03634805647326352,595,GREEN
100537,0.0898394225924748,567,YELLOW
100538,0.16077580651541903,548,RED
100539,0.025427307655663235,605,GREEN
100540,0.27901887019725186,527,RED
100541,0.3699518171305381,515,RED
100542,0.022754990158828974,608,GREEN
100543,0.049862353728277936,585,GREEN
100544,0.27718424818788784,528,RED
100545,0.020214668520767684,612,GREEN
100546,0.029322227316538173,601,GREEN
100547,0.4061605820571476,511,RED
100549,0.07484637882485286,573,YELLOW
100550,0.075587991698147,572,YELLOW
100554,0.024864417768031607,606,GREEN
100555,0.08497375213717362,569,YELLOW
100556,0.030639284429683052,600,GREEN
100557,0.030019577513566494,600,GREEN
100558,0.21872649278822054,537,RED
100559,0.02690440434710586,604,GREEN
100560,0.10038611318943397,563,YELLOW
100562,0.03961978357033326,592,GREEN
100563,0.12564888520012932,556,RED
100564,0.04425754898432217,589,GREEN
100565,0.0360506863018968,595,GREEN
100566,0.024818303373121707,606,GREEN
100567,0.22175872311792383,536,RED
100570,0.031480690934637776,599,GREEN
100571,0.1253047959201013,556,RED
100572,0.03546057141978686,595,GREEN
100573,0.08575062152911378,568,YELLOW
100574,0.029006163423890962,601,GREEN
100575,0.027079780706372413,603,GREEN
100576,0.02862952514037297,602,GREEN
100577,0.021638682613383656,610,GREEN
100578,0.030802792660148147,600,GREEN
100579,0.07567329613966552,572,YELLOW
100580,0.0522600860328139,584,YELLOW
100581,0.02648619237536161,604,GREEN
100582,0.029593457067439783,601,GREEN
100583,0.043554646427117545,589,GREEN
100584,0.06839746896057915,575,YELLOW
100585,0.048407861477206285,586,GREEN
100586,0.06898689791849948,575,YELLOW
100587,0.11226644870019116,560,YELLOW
100588,0.03292181663902166,598,GREEN
100589,0.05496104216680186,582,YELLOW
100590,0.025826898541008645,605,GREEN
100593,0.031071551947356522,599,GREEN
100594,0.09150303569040912,566,YELLOW
100595,0.05952740216596656,580,YELLOW
100596,0.08568444152258321,568,YELLOW
100597,0.12835453411337763,555,RED
100598,0.07627330873827834,572,YELLOW
100599,0.20630091096132727,539,RED
100600,0.028230450353062785,602,GREEN
100601,0.06221992421835059,578,YELLOW
100603,0.030495426391324028,600,GREEN
100604,0.02316521868042288,608,GREEN
100605,0.03231853572078489,598,GREEN
100606,0.0405333423728708,591,GREEN
100608,0.10926734142929943,561,YELLOW
100609,0.15820371835768776,548,RED
100610,0.07422106168517827,573,YELLOW
100611,0.025272861566224453,605,GREEN
100612,0.04535590536361713,588,GREEN
100614,0.06783160566297078,576,YELLOW
100615,0.023262103404145133,608,GREEN
100616,0.33326444875834266,520,RED
100619,0.027335559568059883,603,GREEN
100620,0.031934428783830085,598,GREEN
100621,0.02118407820585669,611,GREEN
100623,0.02209244598938918,609,GREEN
100624,0.03640274620727645,595,GREEN
100626,0.02540480700210906,605,GREEN
100627,0.027626810373553554,603,GREEN
100628,0.04057707171166575,591,GREEN
100629,0.03428254353973083,596,GREEN
100630,0.029911390225589515,600,GREEN
100631,0.033286010261619,597,GREEN
100632,0.01929891311174176,613,GREEN
100633,0.05560448968163382,582,YELLOW
100634,0.06422196590468054,577,YELLOW
100635,0.06170269568198243,579,YELLOW
100636,0.14855173810586733,550,RED
100637,0.021993549442632845,609,GREEN
100638,0.06993021407297997,575,YELLOW
100639,0.02949928786157485,601,GREEN
100640,0.022035723859989507,609,GREEN
100641,0.2924343439010119,525,RED
100642,0.05238220395900805,584,YELLOW
100643,0.030338741000774938,600,GREEN
100644,0.06697175899469271,576,YELLOW
100645,0.04337035616012314,589,GREEN
100646,0.23815470401672006,534,RED
100647,0.049962568848758576,585,GREEN
100648,0.1290141040854215,555,RED
100649,0.2668547885429684,529,RED
100650,0.2756476907532419,528,RED
100651,0.03165312697982766,599,GREEN
100652,0.048525109837724026,586,GREEN
100653,0.1907499132789896,542,RED
100654,0.048420343831452564,586,GREEN
100655,0.031570319215429445,599,GREEN
100656,0.03400694767134622,597,GREEN
100657,0.02096718985857536,611,GREEN
100658,0.11222022432615118,560,YELLOW
100659,0.05017366202545565,585,GREEN
100660,0.037825766658203114,593,GREEN
100661,0.023336363014972536,608,GREEN
100662,0.11167830715061162,560,YELLOW
100663,0.06437435249573437,577,YELLOW
100664,0.027467322334141387,603,GREEN
100665,0.13508088710687186,554,RED
100666,0.1518741656417282,550,RED
100667,0.028732754277929783,602,GREEN
100668,0.10979339369852138,560,YELLOW
100669,0.12398354103511157,556,RED
100670,0.04294548999617431,590,GREEN
100671,0.035530166191868724,595,GREEN
100672,0.13131628360811326,555,RED
100673,0.03194542789482384,598,GREEN
100674,0.036037604853218164,595,GREEN
100675,0.05897655261395379,580,YELLOW
100676,0.04935475333665901,585,GREEN
100678,0.20726945090232596,539,RED
100679,0.07264455604829728,573,YELLOW
100680,0.03973593530338706,592,GREEN
100681,0.06645290839587846,576,YELLOW
100682,0.06900296365759902,575,YELLOW
100683,0.03433506167571749,596,GREEN
100684,0.021508054103694142,610,GREEN
100685,0.023680588202753004,607,GREEN
100686,0.044956976014326626,588,GREEN
100687,0.032710036359949395,598,GREEN
100688,0.2321839039644253,535,RED
100689,0.026328812031144375,604,GREEN
100690,0.2079768708979888,539,RED
100691,0.07504651539614185,572,YELLOW
100692,0.04982864021296639,585,GREEN
100693,0.051124508580480746,584,GREEN
100694,0.031290492372151577,599,GREEN
100695,0.04804866320689514,586,GREEN
100696,0.03849160474393929,593,GREEN
100697,0.02127491259127476,610,GREEN
100698,0.027322061829404613,603,GREEN
100700,0.1635111624879847,547,RED
100701,0.02521489674753152,605,GREEN
100703,0.034330399708177986,596,GREEN
100704,0.039353087873773465,592,GREEN
100705,0.0976113209332065,564,YELLOW
100706,0.03705320507743386,594,GREEN
100707,0.03436597370091906,596,GREEN
100708,0.057474080890185124,581,YELLOW
100709,0.024400600053626344,606,GREEN
100710,0.08257932297467395,569,YELLOW
100712,0.020361147053621513,612,GREEN
100713,0.08371696679041503,569,YELLOW
100714,0.04739973973065716,587,GREEN
100715,0.06097794776338829,579,YELLOW
100716,0.10297443490393128,562,YELLOW
100717,0.35906954392778145,517,RED
100718,0.026434326318891494,604,GREEN
100719,0.023328760960709995,608,GREEN
100720,0.08206151215232912,570,YELLOW
100721,0.0367945424932514,594,GREEN
100722,0.10851141176554172,561,YELLOW
100723,0.10021951115325416,563,YELLOW
100724,0.07524804517809401,572,YELLOW
100725,0.033791449912851095,597,GREEN
100726,0.30499503503082515,524,RED
100727,0.04037613761777056,591,GREEN
100728,0.15371950686250388,549,RED
100730,0.019282995592864987,613,GREEN
100731,0.04161285575129169,591,GREEN
100732,0.07837517586295446,571,YELLOW
100733,0.1011438360397684,563,YELLOW
100734,0.03922387839893942,592,GREEN
100735,0.02294585156654731,608,GREEN
100736,0.04355188169180854,589,GREEN
100737,0.02055254221768412,611,GREEN
100738,0.03590325117569849,595,GREEN
100739,0.02733559165295523,603,GREEN
100741,0.1996112118391316,540,RED
100742,0.03668071261016443,594,GREEN
100743,0.02267112273857126,609,GREEN
100746,0.03429556168326217,596,GREEN
100748,0.040474555100387506,591,GREEN
100749,0.1023246955837343,563,YELLOW
100750,0.09654617541056773,565,YELLOW
100755,0.1604814402069923,548,RED
100756,0.021433618631456205,610,GREEN
100757,0.09225878491454421,566,YELLOW
100758,0.11515186191376668,559,YELLOW
100759,0.02810915907001288,602,GREEN
100761,0.040316317962222535,591,GREEN
100764,0.05448942455812135,582,YELLOW
100766,0.046842029182531664,587,GREEN
100767,0.2004764981965416,540,RED
100768,0.035592867514905716,595,GREEN
100769,0.05114527246381291,584,GREEN
100771,0.03325844778928339,597,GREEN
100773,0.04194650287167416,590,GREEN
100774,0.12138491706354908,557,YELLOW
100775,0.05231635946498115,584,YELLOW
100776,0.07005446366725697,575,YELLOW
100778,0.06433989471580116,577,YELLOW
100779,0.022790391633044457,608,GREEN
100780,0.045279665244771054,588,GREEN
100781,0.05752463576754274,581,YELLOW
100782,0.043665975349007104,589,GREEN
100783,0.08525261514486869,568,YELLOW
100784,0.21142855875673247,538,RED
100785,0.025361985540171057,605,GREEN
100786,0.05172800985493202,584,YELLOW
100787,0.027158262514985147,603,GREEN
100788,0.08058130234277061,570,YELLOW
100789,0.04253686526924468,590,GREEN
100790,0.08496292809251826,569,YELLOW
100793,0.055459341063187624,582,YELLOW
100794,0.03809338402763924,593,GREEN
100795,0.080529989943436,570,YELLOW
100796,0.3000904665928224,524,RED
100798,0.06990514415860133,575,YELLOW
100799,0.04432709496913015,589,GREEN
100800,0.04282559182324945,590,GREEN
100801,0.11015715150737716,560,YELLOW
100802,0.08795016966995772,567,YELLOW
100803,0.10515024333854815,562,YELLOW
100804,0.36673780456083976,516,RED
100805,0.037137801589261485,594,GREEN
100806,0.07481603931274215,573,YELLOW
100807,0.056092079055612656,581,YELLOW
100808,0.22918712771470545,535,RED
100809,0.04073727662473578,591,GREEN
100810,0.08785977214317633,568,YELLOW
100811,0.023615264828672655,607,GREEN
100812,0.024388481953999827,606,GREEN
100813,0.02782897344233482,603,GREEN
100814,0.023727785371713155,607,GREEN
100815,0.028481099441459608,602,GREEN
100816,0.2710047129561567,529,RED
100817,0.10942394287854415,560,YELLOW
100818,0.03584654877736985,595,GREEN
100819,0.032477107571989815,598,GREEN
100820,0.04149578169425233,591,GREEN
100821,0.04049684401632886,591,GREEN
100822,0.12048387781255362,557,YELLOW
100824,0.0766401975614093,572,YELLOW
100825,0.05670382080919692,581,YELLOW
100827,0.1998401881955546,540,RED
100828,0.16100292445618408,548,RED
100829,0.04386587840513086,589,GREEN
100831,0.07008214930639134,575,YELLOW
100832,0.040128980922863225,592,GREEN
100833,0.07937671722164848,571,YELLOW
100834,0.038810347997778126,593,GREEN
100835,0.10144248266432025,563,YELLOW
100837,0.04823611720045044,586,GREEN
100838,0.22851788881384444,535,RED
100839,0.20366576832431818,539,RED
100840,0.12732250699352798,556,RED
100841,0.07860784555050805,571,YELLOW
100842,0.05044198209022615,585,GREEN
100843,0.09860194538856529,564,YELLOW
100844,0.04635110227741329,587,GREEN
100845,0.27308626570261185,528,RED
100846,0.06238691051950334,578,YELLOW
100847,0.03998078422780262,592,GREEN
